perturbation,matched_cosine,matched_pearson_r,specificity_z,gene_specific_p,within_K562_residual,within_RPE1_residual,cross_K562tgt_RPE1basis_residual,cross_RPE1tgt_K562basis_residual,within_K562_reachcos,cross_K562tgt_reachcos,within_RPE1_reachcos,cross_RPE1tgt_reachcos,verdict_within_K562,verdict_cross_K562tgt,verdict_within_RPE1,verdict_cross_RPE1tgt,recipe_jaccard_sametarget,recipe_jaccard_K562_crossbasis,recipe_jaccard_RPE1_crossbasis
MARS,0.5356,0.5286,1.553,0.0250,0.5620,0.3697,0.7712,0.6729,0.8271,0.6365,0.9292,0.7397,1,1,1,1,0.1765,0.0526,0.0000
MAT2A,0.2821,0.2743,0.642,0.1950,0.7507,0.6034,0.8931,0.7495,0.6606,0.4499,0.7974,0.6620,1,1,1,1,0.0526,0.0526,0.0526
MAU2,0.1493,0.1717,0.607,0.3450,0.8196,0.4571,0.9451,0.7058,0.5729,0.3267,0.8894,0.7084,1,1,1,1,0.3333,0.0000,0.1111
MAX,0.3614,0.3614,1.907,0.0000,0.5267,0.8004,0.8745,0.8630,0.8500,0.4850,0.5995,0.5052,1,1,1,1,0.1111,0.1111,0.1111
MCM10,0.3195,0.3428,1.293,0.0300,0.4367,0.3755,0.8686,0.6680,0.8996,0.4955,0.9268,0.7441,1,1,1,1,0.1111,0.0526,0.1111
MCM2,0.2025,0.2550,1.429,0.0500,0.6233,0.3167,0.9061,0.6276,0.7820,0.4230,0.9485,0.7786,1,1,1,1,0.1111,0.0000,0.0526
MCM3,0.1968,0.2372,1.942,0.0150,0.7903,0.1859,0.9457,0.5902,0.6128,0.3251,0.9826,0.8072,1,1,1,1,0.1765,0.0000,0.1111
MCM3AP,0.2881,0.2899,2.623,0.0000,0.7196,0.4232,0.9157,0.6856,0.6944,0.4020,0.9061,0.7280,1,1,1,1,0.1111,0.1111,0.0526
MCM4,0.1356,0.1412,1.217,0.0700,0.7739,0.4141,0.9560,0.6891,0.6333,0.2933,0.9102,0.7246,1,1,1,1,0.1111,0.0000,0.0000
MCM6,0.2346,0.2503,1.724,0.0150,0.7706,0.2090,0.9374,0.6174,0.6373,0.3483,0.9779,0.7867,1,1,1,1,0.1765,0.0526,0.1111
MCMBP,0.1738,0.1735,1.567,0.0350,0.8002,0.4158,0.9489,0.6730,0.5998,0.3154,0.9095,0.7396,1,1,1,1,0.0526,0.0000,0.1765
MDN1,0.2041,0.2048,0.956,0.1350,0.7168,0.4430,0.9248,0.7218,0.6973,0.3804,0.8965,0.6921,1,1,1,1,0.0000,0.1111,0.0000
MED1,0.4456,0.4463,1.246,0.0300,0.2539,0.5198,0.7561,0.7733,0.9672,0.6545,0.8543,0.6340,1,1,1,1,0.1111,0.0526,0.0000
MED11,0.3316,0.3382,1.631,0.0250,0.3242,0.3645,0.8340,0.6733,0.9460,0.5518,0.9312,0.7394,1,1,1,1,0.1765,0.0526,0.0000
MED12,0.4432,0.4458,1.044,0.0500,0.2636,0.5745,0.7412,0.7908,0.9646,0.6713,0.8185,0.6120,1,1,1,1,0.1765,0.1111,0.0526
MED14,0.4447,0.4516,1.576,0.0100,0.4226,0.2654,0.7976,0.6565,0.9063,0.6031,0.9641,0.7544,1,1,1,1,0.1765,0.0526,0.0000
MED19,0.4632,0.4635,1.937,0.0000,0.2302,0.2891,0.7898,0.6799,0.9732,0.6134,0.9573,0.7333,1,1,1,1,0.1765,0.1111,0.0526
MED20,0.2951,0.2957,1.596,0.0250,0.4802,0.3926,0.8596,0.6924,0.8772,0.5110,0.9197,0.7215,1,1,1,1,0.1765,0.0526,0.0000
MED22,0.4358,0.4499,1.451,0.0150,0.2864,0.3417,0.7775,0.7050,0.9581,0.6289,0.9398,0.7092,1,1,1,1,0.0526,0.0000,0.0000
MED29,0.3874,0.3785,1.970,0.0050,0.4919,0.3848,0.8460,0.6918,0.8707,0.5333,0.9230,0.7221,1,1,1,1,0.1111,0.0000,0.0000
MED4,0.4576,0.4573,1.227,0.0150,0.4001,0.3899,0.7718,0.7013,0.9165,0.6358,0.9208,0.7128,1,1,1,1,0.1765,0.0526,0.0000
MED6,0.3728,0.3728,1.273,0.0200,0.2785,0.4721,0.7891,0.7370,0.9604,0.6143,0.8815,0.6759,1,1,1,1,0.1765,0.0000,0.0000
MED7,0.4593,0.4589,1.013,0.1100,0.2339,0.5202,0.7281,0.7597,0.9723,0.6854,0.8540,0.6503,1,1,1,1,0.1765,0.0000,0.0000
MED8,0.2838,0.2930,1.682,0.0400,0.5061,0.3802,0.8562,0.6930,0.8624,0.5166,0.9249,0.7209,1,1,1,1,0.0526,0.0000,0.0000
METTL14,0.3752,0.3794,3.342,0.0000,0.7783,0.6023,0.8743,0.8812,0.6279,0.4854,0.7982,0.4727,1,1,1,1,0.1111,0.1111,0.1111
METTL16,0.1323,0.1498,3.256,0.0050,0.8772,0.7205,0.9667,0.8291,0.4801,0.2559,0.6935,0.5591,1,1,1,1,0.0526,0.0526,0.0000
METTL3,0.4453,0.4469,8.079,0.0000,0.8165,0.5690,0.8924,0.8682,0.5774,0.4512,0.8223,0.4963,1,1,1,1,0.1111,0.2500,0.1111
MEX3A,0.0407,0.0512,2.202,0.0250,0.8919,0.5300,0.9767,0.7106,0.4523,0.2147,0.8480,0.7036,1,1,1,1,0.0000,0.0526,0.1111
MFAP1,0.5685,0.5799,1.623,0.0000,0.4113,0.2904,0.7472,0.6342,0.9115,0.6646,0.9569,0.7731,1,1,1,1,0.3333,0.0000,0.0000
MIOS,0.3543,0.3232,1.057,0.0900,0.7135,0.6948,0.8654,0.8327,0.7006,0.5012,0.7192,0.5537,1,1,1,1,0.1111,0.1111,0.0526
MMS22L,0.1729,0.2415,0.567,0.3450,0.6176,0.3788,0.9093,0.6608,0.7865,0.4161,0.9255,0.7506,1,1,1,1,0.0000,0.0000,0.1111
MNAT1,0.2370,0.2607,1.475,0.0400,0.6534,0.3088,0.8787,0.6895,0.7570,0.4773,0.9511,0.7243,1,1,1,1,0.1765,0.0526,0.0000
MOB4,0.0742,0.0523,0.619,0.2750,0.7829,0.3467,0.9694,0.6603,0.6221,0.2455,0.9380,0.7510,1,1,1,1,0.0000,0.0000,0.0000
MPHOSPH10,0.1939,0.2215,1.675,0.0500,0.6063,0.3672,0.9130,0.6562,0.7953,0.4081,0.9301,0.7546,1,1,1,1,0.0526,0.0000,0.0526
MRGBP,0.0991,0.1149,2.895,0.0000,0.8935,0.4301,0.9750,0.6876,0.4492,0.2223,0.9028,0.7261,1,1,1,1,0.0000,0.0526,0.0526
MRPL19,0.3551,0.3299,0.916,0.0950,0.5619,0.6777,0.7611,0.8353,0.8272,0.6486,0.7353,0.5498,1,1,1,1,0.1765,0.1765,0.0000
MRPL32,0.1467,0.1628,0.413,0.3100,0.7729,0.7187,0.8934,0.8896,0.6345,0.4492,0.6954,0.4567,1,1,1,1,0.1111,0.1111,0.0000
MRPL35,0.2240,0.2294,-0.211,0.6750,0.5439,0.4534,0.7891,0.8672,0.8392,0.6143,0.8913,0.4979,1,1,1,1,0.3333,0.1765,0.0526
MRPL36,0.2510,0.2549,1.770,0.0550,0.6474,0.4989,0.8737,0.8831,0.7621,0.4864,0.8667,0.4692,1,1,1,1,0.1765,0.1111,0.0526
MRPL38,0.1826,0.1876,-0.313,0.7350,0.6793,0.6662,0.8490,0.9465,0.7339,0.5284,0.7458,0.3228,1,1,1,1,0.1111,0.1111,0.0526
MRPL49,0.2488,0.2499,2.648,0.0000,0.7750,0.4736,0.9163,0.7072,0.6320,0.4005,0.8807,0.7071,1,1,1,1,0.1111,0.1111,0.0000
MRPS14,0.2904,0.2881,2.435,0.0200,0.5901,0.4848,0.8140,0.6826,0.8074,0.5809,0.8746,0.7308,1,1,1,1,0.1765,0.1765,0.1111
MRPS34,0.3980,0.3985,1.928,0.0000,0.5942,0.4214,0.8471,0.7459,0.8043,0.5315,0.9069,0.6660,1,1,1,1,0.1111,0.0526,0.0526
MTBP,0.1589,0.1804,1.772,0.0100,0.6013,0.2348,0.9268,0.6188,0.7990,0.3757,0.9720,0.7856,1,1,1,1,0.0000,0.0526,0.0526
MTOR,0.6145,0.5517,2.030,0.0000,0.5468,0.3782,0.7709,0.5931,0.8373,0.6369,0.9257,0.8051,1,1,1,1,0.1765,0.0526,0.1765
MTPAP,0.7702,0.7703,7.655,0.0000,0.4900,0.4876,0.5703,0.6024,0.8717,0.8214,0.8731,0.7982,1,1,1,1,0.2500,0.2500,0.3333
MVD,0.2432,0.2325,0.727,0.2550,0.6411,0.4518,0.8806,0.7007,0.7675,0.4738,0.8921,0.7135,1,1,1,1,0.0526,0.0526,0.1111
MYBBP1A,0.3236,0.3212,1.113,0.0900,0.5322,0.2982,0.8436,0.6470,0.8466,0.5370,0.9545,0.7625,1,1,1,1,0.0000,0.0000,0.0000
MYBL2,0.3924,0.3949,-0.215,0.7250,0.6269,0.8372,0.7606,0.8678,0.7791,0.6493,0.5469,0.4969,1,1,1,1,0.0526,0.0000,0.1765
NAA10,0.1584,0.1597,1.486,0.0300,0.9020,0.3497,0.9581,0.6975,0.4316,0.2864,0.9369,0.7166,1,1,1,1,0.0526,0.1111,0.0000
NAA15,0.2878,0.2921,0.872,0.1900,0.7812,0.4274,0.9020,0.7149,0.6243,0.4316,0.9041,0.6992,1,1,1,1,0.1111,0.0000,0.1111
NAA20,0.1714,0.1776,-0.005,0.5600,0.8179,0.7003,0.9395,0.8668,0.5754,0.3427,0.7139,0.4987,1,1,1,1,0.0526,0.0526,0.0000
NAA25,0.2718,0.2811,0.751,0.2800,0.6360,0.4441,0.8716,0.7224,0.7717,0.4902,0.8960,0.6915,1,1,1,1,0.1111,0.1111,0.1111
NACA,0.4905,0.4907,0.721,0.1950,0.4586,0.4078,0.7466,0.7424,0.8886,0.6653,0.9131,0.6699,1,1,1,1,0.1111,0.0526,0.0526
NAE1,0.2091,0.1940,5.843,0.0000,0.7550,0.5946,0.9675,0.9407,0.6557,0.2528,0.8040,0.3393,1,1,1,1,0.0526,0.1111,0.0526
NARS,0.5537,0.5602,2.297,0.0000,0.3782,0.2627,0.7947,0.6264,0.9257,0.6070,0.9649,0.7795,1,1,1,1,0.1111,0.0000,0.0526
NBAS,0.3200,0.3210,1.426,0.0150,0.7214,0.3269,0.8854,0.7008,0.6925,0.4648,0.9451,0.7133,1,1,1,1,0.2500,0.0526,0.1111
NCAPH,0.3024,0.3243,0.488,0.3050,0.7031,0.2921,0.8519,0.6290,0.7111,0.5237,0.9564,0.7774,1,1,1,1,0.0000,0.0000,0.0000
NCBP1,0.4551,0.4579,7.530,0.0000,0.5296,0.6112,0.8532,0.7642,0.8482,0.5216,0.7915,0.6450,1,1,1,1,0.1765,0.1765,0.1765
NCBP2,0.4640,0.4701,6.009,0.0000,0.3848,0.5387,0.7869,0.7447,0.9230,0.6171,0.8425,0.6673,1,1,1,1,0.2500,0.2500,0.1111
NCKAP1,0.2144,0.2151,1.762,0.0100,0.7852,0.5105,0.9226,0.6969,0.6193,0.3857,0.8599,0.7171,1,1,1,1,0.0000,0.0000,0.0526
NCL,0.2413,0.2336,2.569,0.0000,0.7996,0.4077,0.9520,0.6900,0.6005,0.3061,0.9131,0.7238,1,1,1,1,0.0000,0.1111,0.0526
NDC80,0.5537,0.5532,1.018,0.0050,0.4509,0.2809,0.7158,0.6124,0.8926,0.6984,0.9597,0.7906,1,1,1,1,0.0526,0.0000,0.1111
NDUFA2,0.3977,0.4591,1.143,0.0600,0.3905,0.3683,0.7774,0.6642,0.9206,0.6291,0.9297,0.7476,1,1,1,1,0.1111,0.0000,0.1111
NDUFAB1,0.3350,0.3064,1.003,0.1200,0.6511,0.2491,0.8306,0.6262,0.7590,0.5569,0.9685,0.7797,1,1,1,1,0.0526,0.1111,0.0000
NDUFB10,0.2342,0.2068,1.127,0.0950,0.8464,0.4991,0.9361,0.6868,0.5325,0.3518,0.8666,0.7269,1,1,1,1,0.0526,0.0526,0.1111
NEDD1,0.1023,0.1014,-0.404,0.7600,0.6945,0.6835,0.9246,0.8076,0.7195,0.3810,0.7299,0.5898,1,1,1,1,0.1111,0.0526,0.0000
NEDD8,0.0344,0.0439,1.094,0.1300,0.5568,0.3501,0.9268,0.7888,0.8307,0.3756,0.9367,0.6147,1,1,1,1,0.2500,0.1111,0.0526
NELFA,0.3910,0.3982,3.027,0.0050,0.6654,0.3457,0.8582,0.6872,0.7465,0.5134,0.9384,0.7265,1,1,1,1,0.2500,0.1111,0.1111
NELFB,0.3797,0.4327,1.808,0.0000,0.6387,0.3502,0.8549,0.6757,0.7694,0.5188,0.9367,0.7371,1,1,1,1,0.1765,0.0526,0.1765
NELFCD,0.2600,0.3189,3.990,0.0000,0.7177,0.4046,0.9305,0.7276,0.6963,0.3662,0.9145,0.6860,1,1,1,1,0.2500,0.1111,0.1111
NELFE,0.3251,0.3088,3.403,0.0050,0.7748,0.3114,0.9209,0.6744,0.6322,0.3898,0.9503,0.7384,1,1,1,1,0.1111,0.0526,0.1765
NFRKB,0.1309,0.1454,4.446,0.0050,0.6862,0.5843,0.9580,0.7787,0.7275,0.2869,0.8115,0.6274,1,1,1,1,0.2500,0.1765,0.1765
NFS1,0.3195,0.3095,1.128,0.0600,0.6624,0.3362,0.8761,0.6683,0.7492,0.4821,0.9418,0.7439,1,1,1,1,0.1765,0.0000,0.0000
NIFK,0.3109,0.3297,0.908,0.1450,0.4276,0.2982,0.8395,0.6623,0.9040,0.5434,0.9545,0.7492,1,1,1,1,0.0526,0.0526,0.0000
NKAP,0.4821,0.4713,3.051,0.0100,0.4842,0.3585,0.8014,0.6642,0.8750,0.5981,0.9335,0.7476,1,1,1,1,0.1111,0.0526,0.1111
NLE1,0.3447,0.3625,0.832,0.1650,0.2542,0.2636,0.8010,0.6588,0.9671,0.5987,0.9646,0.7523,1,1,1,1,0.0526,0.1111,0.0000
NMD3,0.3165,0.3108,0.718,0.1950,0.6339,0.3306,0.8724,0.6586,0.7734,0.4887,0.9438,0.7525,1,1,1,1,0.0000,0.0000,0.0000
NOB1,0.1975,0.2000,1.906,0.0400,0.7936,0.4168,0.9328,0.7063,0.6085,0.3604,0.9090,0.7079,1,1,1,1,0.0000,0.0000,0.0000
NOC3L,0.3326,0.3173,0.614,0.2750,0.5641,0.2519,0.8338,0.6418,0.8257,0.5520,0.9677,0.7668,1,1,1,1,0.0526,0.1111,0.0000
NOL11,0.1655,0.2063,1.248,0.1100,0.3327,0.3239,0.8926,0.6733,0.9430,0.4508,0.9461,0.7394,1,1,1,1,0.0526,0.0000,0.0000
NOL12,0.1901,0.1889,0.337,0.3350,0.6153,0.4143,0.8954,0.6833,0.7883,0.4452,0.9101,0.7301,1,1,1,1,0.0000,0.0526,0.0000
NOL8,0.1372,0.1508,0.331,0.3700,0.5988,0.2557,0.9096,0.6552,0.8009,0.4155,0.9667,0.7554,1,1,1,1,0.1765,0.0000,0.1111
NOLC1,-0.0119,0.0281,0.851,0.2100,0.8677,0.3363,0.9731,0.6711,0.4972,0.2303,0.9418,0.7413,1,1,1,1,0.0000,0.0526,0.1111
NOM1,0.1722,0.1816,1.804,0.0500,0.7401,0.3504,0.9233,0.6861,0.6725,0.3840,0.9366,0.7275,1,1,1,1,0.0526,0.0526,0.0000
NOP14,0.0977,0.1340,0.884,0.2050,0.6422,0.3120,0.9182,0.6566,0.7665,0.3961,0.9501,0.7543,1,1,1,1,0.0000,0.0000,0.0000
NPLOC4,0.5478,0.5457,1.025,0.0200,0.5029,0.3478,0.6908,0.6851,0.8644,0.7230,0.9376,0.7285,1,1,1,1,0.1111,0.1111,0.0526
NRBP1,0.2494,0.2677,1.388,0.0500,0.8298,0.6273,0.9306,0.7617,0.5580,0.3661,0.7788,0.6479,1,1,1,1,0.0000,0.1765,0.0000
NRDE2,0.5408,0.5298,1.546,0.0000,0.4016,0.3932,0.7760,0.6895,0.9158,0.6307,0.9195,0.7243,1,1,1,1,0.1765,0.1111,0.0526
NRF1,0.2501,0.2374,6.294,0.0000,0.8682,0.5966,0.9580,0.7619,0.4962,0.2868,0.8026,0.6477,1,1,1,1,0.0526,0.0526,0.0526
NSA2,0.1864,0.1916,0.501,0.2750,0.7097,0.3297,0.9182,0.6617,0.7045,0.3962,0.9441,0.7498,1,1,1,1,0.0000,0.0000,0.0000
NSRP1,0.5419,0.5233,1.841,0.0300,0.3633,0.3941,0.7259,0.7165,0.9317,0.6878,0.9190,0.6976,1,1,1,1,0.1111,0.0526,0.0000
NUBP1,0.2763,0.2786,0.714,0.1700,0.6555,0.3401,0.8799,0.6344,0.7552,0.4751,0.9404,0.7730,1,1,1,1,0.1111,0.0526,0.0000
NUDC,0.1746,0.1692,0.742,0.2700,0.8420,0.2855,0.9341,0.6437,0.5395,0.3571,0.9584,0.7653,1,1,1,1,0.0526,0.0000,0.0000
NUDCD3,0.1945,0.1747,2.282,0.0050,0.7971,0.2991,0.9473,0.6441,0.6038,0.3203,0.9542,0.7649,1,1,1,1,0.1765,0.0526,0.0526
NUF2,0.5982,0.5931,1.251,0.0050,0.4518,0.3340,0.7087,0.6349,0.8921,0.7055,0.9426,0.7726,1,1,1,1,0.1765,0.0526,0.0000
NUP107,0.4630,0.4814,1.712,0.0050,0.3826,0.2236,0.8040,0.6222,0.9239,0.5946,0.9747,0.7829,1,1,1,1,0.2500,0.1111,0.1111
NUP133,0.3689,0.3451,1.928,0.0000,0.7148,0.2845,0.9016,0.6361,0.6993,0.4326,0.9587,0.7716,1,1,1,1,0.2500,0.0526,0.0526
NUP160,0.4818,0.4788,1.040,0.0200,0.4265,0.2808,0.7922,0.6549,0.9045,0.6102,0.9598,0.7557,1,1,1,1,0.2500,0.0000,0.1111
NUP54,0.4972,0.4860,1.617,0.0000,0.3922,0.3150,0.8300,0.6463,0.9199,0.5578,0.9491,0.7630,1,1,1,1,0.1765,0.0526,0.1111
NUP62,0.5064,0.5209,1.676,0.0050,0.3519,0.2373,0.7972,0.6391,0.9360,0.6037,0.9714,0.7691,1,1,1,1,0.2500,0.1111,0.0000
NUP85,0.4523,0.4390,1.536,0.0050,0.5614,0.2796,0.8345,0.6311,0.8276,0.5509,0.9601,0.7757,1,1,1,1,0.1765,0.0526,0.2500
NUP88,0.4937,0.4852,1.116,0.0100,0.6585,0.2284,0.8149,0.6403,0.7526,0.5796,0.9736,0.7681,1,1,1,1,0.1111,0.0526,0.0000
NUP98,0.5068,0.5291,1.703,0.0000,0.3444,0.2892,0.7868,0.6685,0.9388,0.6172,0.9573,0.7437,1,1,1,1,0.2500,0.0000,0.0000
NUTF2,0.3915,0.4011,1.957,0.0000,0.5911,0.3820,0.8674,0.6917,0.8066,0.4976,0.9242,0.7222,1,1,1,1,0.1111,0.0526,0.0000
NVL,0.2451,0.2330,0.472,0.3400,0.5480,0.3408,0.8690,0.6694,0.8365,0.4948,0.9401,0.7429,1,1,1,1,0.1765,0.0000,0.0526
OGFOD1,0.3937,0.4178,5.919,0.0000,0.7253,0.4558,0.9201,0.7094,0.6885,0.3917,0.8901,0.7048,1,1,1,1,0.0526,0.1111,0.1111
OGT,0.2847,0.2856,6.468,0.0000,0.9259,0.7863,0.9639,0.8786,0.3777,0.2664,0.6178,0.4775,1,1,1,1,0.0526,0.0000,0.1111
OPA1,0.3180,0.3299,1.831,0.0650,0.7630,0.4942,0.8936,0.6085,0.6464,0.4488,0.8694,0.7936,1,1,1,1,0.0526,0.1765,0.0526
ORC1,0.3412,0.3602,1.077,0.0650,0.4185,0.3188,0.8531,0.6426,0.9082,0.5217,0.9478,0.7662,1,1,1,1,0.0000,0.0000,0.0526
ORC5,0.1382,0.1305,0.177,0.5850,0.8364,0.5218,0.9705,0.7137,0.5481,0.2413,0.8531,0.7004,1,1,1,1,0.0526,0.0000,0.0526
PABPN1,0.4814,0.4675,2.372,0.0000,0.7450,0.5760,0.8231,0.7559,0.6671,0.5679,0.8175,0.6547,1,1,1,1,0.0526,0.0526,0.0526
PAF1,0.5169,0.5001,2.396,0.0000,0.2772,0.3675,0.7943,0.6953,0.9608,0.6075,0.9300,0.7188,1,1,1,1,0.2500,0.0526,0.0526
PAM16,0.5667,0.5712,2.191,0.0000,0.5194,0.3206,0.7753,0.6084,0.8545,0.6316,0.9472,0.7936,1,1,1,1,0.0526,0.0526,0.1111
PAXBP1,0.4636,0.4835,2.824,0.0000,0.5991,0.4244,0.8426,0.6580,0.8007,0.5385,0.9055,0.7530,1,1,1,1,0.1111,0.1765,0.0000
PCBP1,0.1527,0.1710,2.432,0.0050,0.8592,0.5580,0.9558,0.7500,0.5116,0.2940,0.8298,0.6614,1,1,1,1,0.0526,0.0000,0.0000
PCF11,0.2940,0.2769,2.542,0.0000,0.6034,0.5658,0.9029,0.7457,0.7975,0.4298,0.8245,0.6663,1,1,1,1,0.2500,0.1765,0.0000
PCID2,0.1692,0.1738,3.501,0.0000,0.8887,0.6949,0.9642,0.8198,0.4584,0.2651,0.7191,0.5727,1,1,1,1,0.1111,0.1111,0.0526
PCNA,0.3438,0.3755,1.792,0.0000,0.3912,0.2694,0.8479,0.6016,0.9203,0.5301,0.9630,0.7988,1,1,1,1,0.2500,0.0526,0.0526
PDAP1,0.3870,0.3885,0.891,0.0500,0.7191,0.6449,0.8563,0.7794,0.6949,0.5164,0.7643,0.6265,1,1,1,1,0.0000,0.1111,0.1111
PDCD11,0.1731,0.2212,0.869,0.1950,0.3701,0.2402,0.8561,0.6447,0.9290,0.5169,0.9707,0.7644,1,1,1,1,0.0000,0.0000,0.0526
PDCD2,0.0548,0.0886,1.105,0.1350,0.7818,0.5203,0.9130,0.7497,0.6235,0.4079,0.8540,0.6618,1,1,1,1,0.0526,0.0526,0.0000
PDCD7,0.3926,0.3775,1.231,0.0050,0.6889,0.3990,0.8734,0.7046,0.7249,0.4870,0.9169,0.7096,1,1,1,1,0.4286,0.1111,0.1111
PDRG1,0.2403,0.2424,1.623,0.0450,0.6758,0.5186,0.8947,0.7282,0.7371,0.4467,0.8550,0.6854,1,1,1,1,0.1111,0.0526,0.0000
PELP1,0.2408,0.2480,1.858,0.0250,0.7222,0.3232,0.9386,0.6471,0.6917,0.3450,0.9463,0.7624,1,1,1,1,0.1111,0.0526,0.1111
PES1,0.1795,0.2089,0.285,0.4000,0.5373,0.3755,0.8851,0.7040,0.8434,0.4654,0.9268,0.7102,1,1,1,1,0.1765,0.0000,0.0526
PET117,0.2782,0.2742,6.488,0.0000,0.8959,0.6855,0.9694,0.8106,0.4443,0.2456,0.7281,0.5855,1,1,1,1,0.1111,0.1111,0.1111
PFDN2,0.3564,0.3679,3.276,0.0000,0.5324,0.5543,0.8701,0.7506,0.8465,0.4929,0.8323,0.6607,1,1,1,1,0.1111,0.1111,0.0000
PFN1,0.3145,0.3041,1.455,0.0000,0.8080,0.4401,0.9243,0.6757,0.5892,0.3816,0.8980,0.7371,1,1,1,1,0.1111,0.0000,0.0526
PGAM1,0.1228,0.1014,-1.024,0.8650,0.7935,0.8679,0.9285,0.9667,0.6086,0.3713,0.4968,0.2560,1,1,1,1,0.1111,0.1111,0.0526
PHAX,0.5248,0.5293,1.847,0.0000,0.3495,0.2741,0.7939,0.6458,0.9370,0.6081,0.9617,0.7635,1,1,1,1,0.1765,0.1111,0.0000
PHB,0.6474,0.6522,1.452,0.0300,0.1810,0.2395,0.6480,0.6112,0.9835,0.7617,0.9709,0.7915,1,1,1,1,0.0526,0.0000,0.0000
PHB2,0.6308,0.6343,1.306,0.0250,0.1603,0.3530,0.6571,0.6343,0.9871,0.7538,0.9356,0.7731,1,1,1,1,0.0526,0.0526,0.0526
PHF5A,0.6047,0.6045,1.813,0.0000,0.4300,0.3705,0.7376,0.6724,0.9028,0.6753,0.9288,0.7402,1,1,1,1,0.1111,0.0526,0.0000
PIAS4,0.4701,0.4715,1.383,0.0050,0.4260,0.2657,0.8303,0.6519,0.9047,0.5573,0.9641,0.7583,1,1,1,1,0.1765,0.1111,0.0000
PKM,0.2041,0.2035,1.154,0.0700,0.8573,0.9166,0.9558,0.9698,0.5149,0.2941,0.3997,0.2438,1,1,1,1,0.0526,0.0000,0.0000
PLRG1,0.5179,0.5108,2.138,0.0050,0.3821,0.2914,0.7567,0.6632,0.9241,0.6538,0.9566,0.7484,1,1,1,1,0.1111,0.0000,0.0526
PMF1,0.5068,0.4947,1.533,0.0050,0.5127,0.2082,0.7966,0.5745,0.8586,0.6045,0.9781,0.8185,1,1,1,1,0.2500,0.0000,0.0000
PMPCA,0.5017,0.4904,2.028,0.0500,0.4861,0.2891,0.7871,0.5851,0.8739,0.6168,0.9573,0.8109,1,1,1,1,0.1111,0.0526,0.1765
PMPCB,0.6053,0.5960,1.850,0.0250,0.2669,0.2812,0.7106,0.5948,0.9637,0.7036,0.9596,0.8039,1,1,1,1,0.1765,0.0526,0.1111
PNISR,0.2511,0.2610,5.319,0.0000,0.8078,0.7470,0.9633,0.8365,0.5894,0.2683,0.6649,0.5480,1,1,1,1,0.1111,0.1111,0.1765
PNN,0.2937,0.3341,2.522,0.0000,0.7870,0.3369,0.9317,0.6418,0.6169,0.3632,0.9415,0.7668,1,1,1,1,0.1111,0.0000,0.0000
PNPT1,0.5939,0.5885,6.870,0.0000,0.5384,0.7798,0.7966,0.7857,0.8427,0.6045,0.6260,0.6186,1,1,1,1,0.2500,0.2500,0.1765
POLA1,0.3091,0.3345,2.193,0.0000,0.4048,0.2824,0.8768,0.6338,0.9144,0.4808,0.9593,0.7735,1,1,1,1,0.1111,0.0000,0.0000
POLA2,0.2786,0.2881,1.307,0.0650,0.3667,0.3605,0.8777,0.6598,0.9304,0.4792,0.9328,0.7514,1,1,1,1,0.1765,0.0000,0.0000
POLD1,0.3045,0.3222,1.772,0.0050,0.3789,0.2680,0.8807,0.6253,0.9254,0.4738,0.9634,0.7804,1,1,1,1,0.2500,0.0000,0.0526
POLD2,0.1896,0.2177,1.827,0.0050,0.6090,0.2521,0.9127,0.6132,0.7932,0.4087,0.9677,0.7899,1,1,1,1,0.1111,0.0000,0.0000
POLD3,0.0970,0.1274,1.352,0.0550,0.6065,0.2735,0.9334,0.6166,0.7951,0.3588,0.9619,0.7872,1,1,1,1,0.1111,0.0000,0.0000
POLE,0.3420,0.3695,1.913,0.0050,0.3874,0.3113,0.8361,0.6234,0.9219,0.5485,0.9503,0.7819,1,1,1,1,0.1111,0.0000,0.1111
POLR1C,0.0999,0.1038,0.577,0.2700,0.5592,0.6180,0.9347,0.7597,0.8290,0.3554,0.7862,0.6503,1,1,1,1,0.0000,0.0526,0.0000
POLR1E,0.0406,0.0699,0.034,0.4150,0.5454,0.2368,0.9321,0.6391,0.8381,0.3622,0.9716,0.7691,1,1,1,1,0.0000,0.0526,0.0000
POLR2B,0.4832,0.4863,1.922,0.0200,0.3283,0.4491,0.7628,0.7343,0.9446,0.6467,0.8935,0.6788,1,1,1,1,0.1765,0.0000,0.0000
POLR2E,0.3530,0.3448,1.632,0.0100,0.6703,0.3458,0.8611,0.6790,0.7421,0.5084,0.9383,0.7341,1,1,1,1,0.0526,0.0526,0.0000
POLR2F,0.4507,0.4522,1.646,0.0350,0.3306,0.4575,0.7738,0.7292,0.9438,0.6335,0.8892,0.6843,1,1,1,1,0.0000,0.1111,0.0526
POLR2I,0.5225,0.5202,1.760,0.0050,0.3428,0.2298,0.7721,0.6424,0.9394,0.6355,0.9732,0.7664,1,1,1,1,0.0526,0.0000,0.0000
POLR3B,0.3747,0.3592,0.638,0.2150,0.6877,0.4327,0.8508,0.7297,0.7260,0.5255,0.9015,0.6838,1,1,1,1,0.1765,0.0526,0.0000
POLR3C,0.1173,0.1016,2.517,0.0000,0.8481,0.4643,0.9726,0.7276,0.5299,0.2325,0.8857,0.6860,1,1,1,1,0.1765,0.1111,0.0526
